review,label
"the beatle fan is a drama about albert , a psychotic prisoner who is a devoted fan of john lennon and the beatles .",obj
"then , in 1974 , something incredible happened - they fell in love .",obj
"on her deathbed , candice klein accidentally asks the question ,  what did i ever do to deserve this",obj
"shot as a  behind-the-scenes  look at how a fictional kung-fu movie is made , the film is basically a movie about the making of a movie .",obj
"before the investigation ends , we've met boyfriends , a drug dealer , alicia's mom , hadley's dad , nurses , doctors , and an orderly .",obj
"but what exactly is good &#38 ; what exactly is evil ?",obj
"the movie takes place in mexico , 2002 ( based on a story from the 1800's ) .",obj
"rainone's love affair with singing sensation kelly mcguire whom he discovered and his near demise by the hands of his own prot&#233 ; g&#233 ; vincent riccola is the juice that fuels this roller coaster ride through two debauchery-filled decades of greed , sex , drugs and rock and roll .",obj
"trapped in a lovers triangle and ruthless game of lust , greed , and betrayal we follow one woman's hypnotic journey to discover her true self. .",obj
"decent-but-dull dek loves shirley , so much so that he humiliates her by proposing without warning on national television .",obj
"since all her architects are either busy otherwise or too conservative in style , this ambivalent honour falls to numerobis .",obj
"there's a story that goes around the town of darkness falls about her , and she's called the tooth fairy .",obj
"a strange film employing old home movies and newly shot footage in an effort to expose one hungarian family and their mutiple problems from the 1940s to current .",obj
"matsumoto and sawako were a happy couple , but meddling parents and chase for success push the boy to a tragic choice .",obj
"elvis teams up with jack ( ossie davis ) , a fellow nursing home resident who thinks that he is actually president john fkennedy , and the two valiant old codgers sally forth to battle an evil egyptian entity who has chosen their long-term care facility as his happy hunting grounds .",obj
"everywhere he goes he is plagued by cats and when by chance he meets carol on a lonely highway they must begin a journey , avoiding the mysterious private detective mr barlow and the terrifying inhuman creature jack , to uncover the dark truth to charlie's life .",obj
"used to living in poverty , it seemed impossible for cass and cary to have a comfortable and bountiful life until doqa gracia comes to bring them into her home .",obj
"the story of a normal family in which come out the dreams of those who have lost their possibilities and of those who want to realize them .",obj
"with grit and determination molly guides the girls on an epic journey , one step ahead of the authorities , over 1 , 500 miles of australia's outback in search of the rabbit-proof fence that bisects the continent and will lead them home .",obj
"they nevertherless feel responsible to protect the flag until monday's ceremony .",obj
"the doctor realizes it''s a love virus so he advises him to woo the girl somehow , not realizing that munnabhai has fallen for none other than his own younger sister komal .",obj
"however , he can only inhabit the body of a child for a short time .",obj
"years later , on a hunting trip in the maine woods , they are overtaken by a blizzard , a vicious storm in which something much more ominous moves .",obj
"consequently , what begins as an enthusiastic road trip is soon plagued with mysterious roadside obstacles that threaten to prevent the boys from ever making it to the competition .",obj
"when she gets into trouble with the police simon represses his death wish and decides to help her out .",obj
"chon then travels to new york for roy o'bannon ( owen wilson ) .",obj
"not only must they overcome an enemy adept at technological witchery , they must overcome the curse that marks their destiny .",obj
"their life becomes less ordinary when they encounter herb , a mischievous and malevolent geek .",obj
"they call themselves debs .",obj
"the story starts with hakimi , a freelance scriptwriter who is on his way to send his 7-year-old daughter , imelda , to his ex-wife's house on one stormy night .",obj
"they follow leads , informants turn up dead , nick's wife is unhappy he's back on the street , henry's protective of the dead cop's wife .",obj
"the second part of aki kaurism&#228 ; ki's  finland  trilogy , the film follows a man who arrives in helsinki and gets beaten up so severely he develops amnesia .",obj
"soon after the accident , the survivors of the accident start dropping like flies .",obj
"edgar becomes intent on laying down some new rules and turning his coddled son into someone who can take on the family farm .",obj
"bound by a long red cord , a young couple wanders in search of something they have forgotten .",obj
"sudden fame does not seem to solve everything , however .",obj
"with no option , joe and katsuragi must use their martial arts skills to fight in the muscle dome .",obj
"drawing from his time with the kids , he writes a story about children who don't want to grow up .",obj
"she's an artist , but hasn't picked up a brush in a year .",obj
"when his daughter is kidnapped and held in exchange for priceless diamonds , the leader of a crew of highly skilled urban thieves ( dmx ) forges an unlikely alliance with a taiwanese intelligence officer ( jet li ) to rescue her .",obj
"  garmento  tells the other side of the story , with a dark and satirical look at new york's wholesale garment industry , where shady deals are made for a buck and ruthlessness is a prerequisite for career success .",obj
"rudy yellowshirt is an investigator with the police department and witnesses firsthand the painful legacy of indian existence .",obj
"journeying from the vietnam war to pulaski , tennessee and back to vietnam , daughter from danang tensely unfolds as cultural differences and the years of separation take their toll in a riveting film about longing and the personal legacy of war .",obj
"each weekend they come back with nothing but a hangover .",obj
"robert de niro plays a therapist who is an obsessive-compulsive agoraphobic and hasn't left his apartment in six years .",obj
"with his own group , the urban cyber breakers , he has got a dream : to win the dance battle that will bring his team to the world final in new york before reaching usa and fame , he has to overcome the rival group , the ld , to deal with his mother's excessive love and to live out his passion for the beautiful samia .",obj
"graced with the instinctive ability to dance , jenny thomas wants nothing more than to become a professional dancer .",obj
"genetically engineered to be immune to the drug , miles' strange charisma draws claire to him , but when he brutally guns down a group of harmless dissidents , she begins to doubt she can really trust anyone .",obj
"palm springs' white party is the backdrop for this documentary on the fast-paced world of gay circuit parties .",obj
"a few questionable actions later on both parties' part , they finally start questioning their actions and their lives .",obj
"ramu stands in and repeats the wisdom of sharonna , freeing the mind of the posh guests and attracting lexi to him .",obj
"anna is the jewish daughter of a spanish mother and a greek father .",obj
"believing his parent's dead , bruce is raised by adoptive parents .",obj
"identified as deserters , they are returned to their barracks to be court martialed .",obj
"frances decides to take a break and she buys a villa in the beautiful tuscan countryside and decides to begin anew .",obj
"set in the los angeles police department in april 1992 , dark blue is a dramatic thriller that takes place just days before the acquittal of four white officers in the beating of black motorist rodney king and the subsequent lariots .",obj
"during this time he becomes wracked by horrific and surreal visions that begin to fuel his work .",obj
"the face of the serpent is an action-thriller with strong political undertones of local government corruption .",obj
"he resurfaces as a hired snoop for , earth now , a radical ecology group .",obj
"surrounded by a bevy of adoring but completely wrong for her men ( and one dead girl from manchester ) , chance has to pick her way through her messy life in order to figure out which guy is  it  .",obj
"upon discovering her infidelity , roxie's husband amos refuses to take the blame for the murder and roxie is sent to jail , pending hanging .",obj
"initially reluctant to help , daniel's conscience eventually gets the better of him .",obj
"his plans go awry , however , when his older brother , keith , returns from prison .",obj
"inspired and motivated , the kids save the day , showing bravery and nobility .",obj
"however he's cauught by the mexican secret police and is forced to infiltrate a gruop political activist in the movement of 68 .",obj
"arjun ( akshay kumar ) is a high profile vigilante who soon encounters a problem when his mother ( raakhee ) becomes terribly ill .",obj
"ronnie must then deal with his new life , while having to deal with missing his ex-wife that he left back home .",obj
"chuck - the songwriting leader of the po'boys , is discouraged and facing writer's block .",obj
"chomsky places the terrorist attacks in the context of american foreign intervention throughout the postwar decades--in vietnam , central america , the middle east , and elsewhere .",obj
"she quickly makes friends with paul taylor , a witty mormon student filmmaker who finds jenny's ambitious dream to be the subject for his next film project .",obj
"one of the friends is a dress designer and provides him the artist's clothes and imported cars are provided to him to enjoy life .",obj
"three friends get together and bury a box making a pact to open it at midnight at their high school graduation .",obj
"fearful of the repercussions on his already messed up life , greg flees the scene and manages to hide his clunky damaged truck on the nearby overgrown farm of martha thompson , an aging grouchy widow who lives by the scriptures , ideas of traditional family and her trusty shotgun .",obj
"but her husband always has prevented her realization of this fact .",obj
"today marks a special anniversary for the couple and they set out to celebrate the way they have before , with an old fashion picnic .",obj
"the next morning , their friday gets freaky when tess and anna find themselves inside the wrong bodies .",obj
"the boy gets a shock when he comes to know that the job involves spying sharad's wife .",obj
"in the surroundings of the bookstore , a lot of criminal , but also funny activities take place .",obj
"blade's team and the bloodpack are the only line of defense which can prevent the reaper population from wiping out the vampire and human populations .",obj
"after letting his screenwriting software sit on his shelf for three years , he finally has the big idea that inspires him to load screenwriter 40 and get writing .",obj
"when the gammasphere goes wrong , bruce banner is afflicted with the ability to turn into a mammoth creature soon dubbed 'the hulk' , a manifestation of his own inner demons that he mutates into when it is emotionally triggered .",obj
"renata is a young high-class girl and ulises is a poor guy .",obj
"amaro soon discovers that corruption and the church are old acquaintances in los reyes .",obj
"in the end , debby , beth , and virginia find , if not the relationships of their dreams , peace with each other and within themselves .",obj
"he is in search for his salvation and his son salvation from a family curse .",obj
"all are endeavoring to remove the stones that insistently appear in their path or , worst , that are in their shoes .",obj
"renowned adventurer allan quatermain ( connery ) leads a team of extraordinary figures with legendary powers to battle the technological terror of a madman known as  the fantom",obj
"but for trey segal , that dream comes at a cost .",obj
"the sequel to spy kids ; the second film revisits the adventures of the previous film .",obj
"johnny lever ( paaji ) is a millionaire sardarji who believes in distributing &#38 ; spending lavishly his wealth on his friends .",obj
"during the year 2000 geyrhalter and his teams travelled to a different destination each month , looking for places untouched by the millennium hysteria .",obj
"kannas brother ghisu is one aggressive and hot-tempered with who is illiterate and is slowly getting attracted towards naxalites .",obj
"her loving parents feel helpless as they watch their daughter suffer .",obj
"area k is an israeli controlled marine zone isolating the gaza strip and preventing palestinian fishermen from entering israel , egypt and international waters .",obj
"while other kids buy into countless hours of studying just so they can get a mark in some teacher's report book , handsome davis sees it as nothing more than a system of control over your mind .",obj
"frank's newest transport seems no different from the countless ones he's done in the past .",obj
"they are told the story of the chamber of secrets .",obj
"but grace has a secret and it is a dangerous one .",obj
"the nameless protagonist , a 19th-century french diplomat , guides the audience through a lost , sumptuous dream that was the enlightenment period .",obj
"but there is indie rock , a restless entrepreneurial spirit , and carly , morgan and chuck , three optimistic post college grads , ready to make their splash in the world .",obj
"a document about a unique political and artistic moment , the film traces the links between the two most important latin american filmmaking movements of the late '60s the brazilian cinema n&#244 ; vo and the cuban cine revolucionario .",obj
"in the cutthroat world of children's television , rainbow randolph , the corrupt , costumed star of a popular children's tv show , is fired over a bribery scandal and replaced by squeaky-clean smoochy , a puffy fuscia rhinoceros .",obj
"two friends purchase a winning lottery ticket , only to have it stolen by a woman while she is robbing the cafe in which they are having lunch .",obj
"carlton  niche  james ( cory barlog ) is a man on a mission .",obj
"together , they must battle a band of the world's most treacherous pirates , led by the cursed captain barbossa , in order to save elizabeth , the love of will's life , as well as recover the lost treasure that jack seeks .",obj
"in this bittersweet slice of working class single new jersey life , best friends debby and beth ( both pushing thirty ) go looking for love in the wrong place - namely their favorite bar , oliver's .",obj
"although their characters and temperaments couldn't be less alike , 19-year olds wei and jie are best friends .",obj
"the body bears strange marks on the chest which may or may not be the sign of a sin eater ( furmann ) , a renegade who offers absolution , last rites and therefore a path to heaven outside the jurisdiction of the church .",obj
"this romantic comedy , described as an african-american when harry met sally., centers on a romance between an a&#38 ; r exec , dre ( diggs ) , at a hip-hop label and a magazine editor , sidney ( lathan ) , who have known each other since childhood .",obj
"matt , a city boy , island hopping to take in the festival of fire , hears that she has been tricked ; for jake is not dying .",obj
"a martial artist , afflicted with a disease that makes beautiful women want to kill him , goes on a suicide mission to find true love anyway .",obj
"there's only one catch : martin , her ex-husband , still hasn't moved out of the place .",obj
"the companies' ceos and attorneys are summoned to a final round of mediation , at an off-shore location .",obj
"sid , a sloth who never stops talking is left behind sleeping while everyone else begins the journey to the south .",obj
"he tries to ignor it , but he later finds out on the news that the daughter of a senator has been kidnapped and is being help ransom for $15m .",obj
"the family come from a long line of masters of disguise who are able to mask themselves as almost anyone or anything by harnessing the great power of energico .",obj
"a film so terrifying - even the monsters are frightened !",obj
"what he finds is a pocket of life that seems to be in another era , where prejudice and intolerance are accepted , where the small minds of angry men call the shots and where one woman attempts to save him and fails .",obj
"love , politics and intrigue intermingle in this taut retelling of graham greene's classic tale of a disillusioned british journalist , an idealistic young american and the beautiful vietnamese woman that comes between them in 1950s saigon .",obj
"thus when he surprisingly gets an email from american film producer alex brubeck who writes that he had liked the script and would like to meet him personally , tam&#225 ; s sees all his dreams come true .",obj
"3 beautiful agents try to find the treasure , but they must fight the evil datuk azmi , an old enemy of madame xit has been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions .",obj
"ethan , a confident young architect and seeming 'perfect guy' has invested himself , and his heart , in women like rachel before - and he is sure he has learned his lesson .",obj
"a close acquaintance overhears their conversation , and , promised a fee , reports the win to max ( david winburn ) , smooth-talking but deadly leader of a hoodlum gang , who sends his beautiful paramour , cindy ( kelly taylor ) , to seduce jose , if necessary , to get her hands on the winning ticket .",obj
"when all but one of mi5's top agents are killed in an explosion .",obj
"jack has a history with charlie , a transient who portrays a typical image of the homeless : rough , unshaven and always looking for the next drink .",obj
"fourth generation war hero colwilliam mcnamara is imprisoned in a brutal german pow camp .",obj
"oscar is certain that he could be a better mate to eve than his work-obsessed father .",obj
"at the same time , scientist and businessman norman osborn , after exposure to an experimental nerve gas , develops an alternate personality himself ; the super-strong , psychotic green goblin !",obj
"from her complex and enduring relationship with her mentor and husband to her illicit and controversial affair with leon trotsky , to her provocative and romantic entanglements with women , frida kahlo lived a bold and uncompromising life as a political , artistic , and sexual revolutionary .",obj
"there's ushi , harry's lawyer , who knows something about harry lena doesn't know , eddie , a friend of harry and his new girlfriend pol , and at last , there are two policemen who are in fact unwelcome .",obj
"america's best player is being pulled in to the ultimate cyber-terror .",obj
"besides him , the other residents are  baggers ,  human-like creatures that are infected by the tall man's blood , the dwarves , and , of course , the silver spheres , all trying to break out of the barrier that contains them and into the real world .",obj
"but nobody figured sam decker and his juvenile delinquents into the equation .",obj
"the film captures intense footage of several art events as well as interviews with burning man organizers larry harvey ( also co-founder ) , crimson rose and will roger who explain how , what started in 1986 as an impromptu summer solstice celebration , put on by a few friends at a beach in san francisco , has turned into a full-blown exercise in city planning and management with a hefty price-tag .",obj
"chon's sister , lin ( wong ) , also thirsty for vengeance , stumbles into what appears to be a conspiracy to off the royal family .",obj
"a young father amaro arrives at his new church post on the orders of the bishop .",obj
"amelia is quickly following into the footsteps of her mother , sanjuanera , who has been engaged in a long-time affair with father benito .",obj
"ivan , a captain of the soviet army , arrested by the front secret police 'smersh' , has a narrow escape .",obj
"they follow him to las vegas , where he is ostensibly doing  research  for the next season , but is actually pursuing a dream to become a dancer in a vegas show .",obj
"whistle completes the trilogy started in from here to eternity and the thin red line .",obj
"they gradually find themselves drawn to each other but , as their remarkable story plays out , the obstacles to their happiness prove all but insurmountable .",obj
"there he encounters dawn's family who tie him down and put him on trail for the murder of the girl years before .",obj
"but all is not smooth in the rockies , as their relationship accelerates - cultural differences , family issues , former loves and life-altering challenges threaten to shake things up .",obj
"documentarians weissman and weber have expertly crafted a record of a wondrous time and a wild group in the cockettes , and you won't want to miss a minute of it .",obj
"a banker , husband , and father , mrsmith ( larry pine ) must leave it behind him .",obj
"before they carry this out , they want to truly experience life on the edge and they devise a plan by which their suicides will make them legends .",obj
"one of patricia's early followers is francis hiller ( edward albert jr) , jack's son and katherine's stepbrother , a successful local businessman .",obj
"but harper himself is a suspect in several bomb attacks , one of which killed rachel's partner and friend .",obj
"in a fantasy life she lives through her sketchbook , laura's world is exotic , bright and enchanting .",obj
"kilo decides to learn how to prosper in the drug world and his new life as a dealer begins .",obj
"he has had no formal education , but on his own , he systematically studies western theories of industrial management and such classical chinese philosophies as confucianism , taoism , and suntzu .",obj
"in addition , the detective has to deal with a serial killer who had already killed and mutilated many women .",obj
"at times he seems to share nicholas's fascination , but then appears more interested in making inroads with the girls at school .",obj
"but there are some surprises on the way. .",obj
"the sra's act as 'portals' on the internet , helping users to fulfill their dreams .",obj
"they discover a little bit about love , dating and each other as the search through the thousands of hopefuls .",obj
"a zany comedy where as pop is dying he is pushing his remaining son to fulfill his last request ; to marry and carry on the family name .",obj
"his father and brother are dead for so many years .",obj
"as the girls begin to bond , laura gradually begins to find herself abandoning the safety of the fantasy and falling into her first real friendship .",obj
"unwilling to disappoint his proud mother , morales wastes no time in looking for a job to pay his way through school .",obj
"the land has been in the grip of a ravaging drought for 10 years .",obj
"the story follows them and the people they encounter on their way to their destination .",obj
"the movie revolves around munnabhai ( sanjay dutt ) a dreaded but good-hearted underworld don of mumbai .",obj
"she calls on a fairy godmother to grants her three wishes .",obj
"four characters are carried over , the first sergeant , the clerk , the mess sergent , and the misfit .",obj
"she and her daughter flee to find sylvie's first love in the countryside .",obj
"to spite the hated infidel ways of her father , she has settled into a complacent relationship and is struggling ( not too hard ) with issues of fidelity to her kind but unexciting husband .",obj
"the parent corporation sends in an elite military unit , where they meet alice , who is suffering from amnesia due to exposure to nerve gas .",obj
"his search soon sends him down a dangerous path. .",obj
"together , they plan to build their definite house over land that belonged to gregorio's grandfather , but little does the rest of the family suspect that beneath the terrain there is a huge number of weapons buried by gregorio during his youth .",obj
"they came to pray , but instead they end up in the middle of an unpleasant religious argument as they suddenly get interrupted by a mystical appearance : is it god ?",obj
"ahas , son from a poor family , in his inner struggles , joins the troop of his classmates and heads for the front .",obj
"this definitely delivers a remarkable mixture of explosive drama with wickedly ironical humor as you follow this eclectic story surrounding this tide-dyed , free spirited couple's showdown with a mysterious faberge' egg and a seedy , well-woven cast of criminals that will both trill and amuse .",obj
"during the war between iran and iraq , a group of iranian kurd musicians set off on an almost impossible mission .",obj
"it's valentines day , sweets are currency , and new yorkers can't seem to get enough of their favorite moses donuts .",obj
"former world-rallye-champion walter and his daughter natascha are kidnapped by arab terrorists and brought to berlin .",obj
"but things take a turn for the worst when sheldon finds out that some of the people that he works with , and some he doesn't know he's working for , are all in it for the money .",obj
"the word in las vegas is that he is dead .",obj
"and in wicker park ( chicago's answer to greenwich village ) , rachel is about to meet her cosmic match .",obj
"leviticus , a navy veteran returns home after serving his country to find the war at home is harder than anything he's ever encountered , but exactly what &#38 ; who is he fighting for ?",obj
"but then the crew detects a break-in on their computer systems , and picard is captured by the romulans because shinzon needs him as his only matching supplier of genetic material .",obj
"all of this changes when he finds a large mysterious package left on his doorstep .",obj
"this appears to be only the beginning of a string of suicides around the country .",obj
"they swore to have their unborn babies get married when they grew up .",obj
"after their relationship falters , shane begins to think he might be unlucky and turns to gambling as an outlet for his obsession .",obj
"ben cronin has it all : the admiration of his many friends , a terrific girlfriend , and he's on the fast-track to an athletic scholarship .",obj
"sebastien cortez is an up and coming film maker who has just gotten his big break in  the biz",obj
"having an affair with his girlfriend's professor forces him to make difficult decisions about love , friendship , career , and the direction his life should take .",obj
"meanwhile , on jesse&#180 ; s trail is the saint of the killers , a holy cowboy assassin with the mission of kill custer .",obj
"swept into the final moments of the ceremony , jenny must decide ; should she hurt all the people who love her by running away , or simply say  i do  ?",obj
"how does it play a significant role in japanese culture , and why does it fascinate american youth ?",obj
"the artist lives alone in a foreboding old house in the country , a place of solitude , free from distractions .",obj
"over 80 of the world's greatest martial artists demonstrate techniques and discuss philosophy in this fascinating account of the martial arts phenomenon and its increasing global popularity .",obj
"conflict enters their relationship when anthony expresses to victoria that their sex life is practically non-existent .",obj
"and yet , amid the overwhelming destitution and the daily quest for survival , the desire for joy , beauty and music is still alive .",obj
"he is locked up in a chinese prison where he is guilty until proven innocent .",obj
"standard story of boy meets girl and girl thinks he is gay .",obj
"adam fields is a rage-filled usborder patrol agent who often crosses the line in his job .",obj
"then you remember where the bad dreams came from .",obj
"brings back nick tellis , fired 18-months ago when a stray bullet hits a pregnant woman .",obj
"while awaiting trial , zoe is confined to house arrest , where she alternates falling in love with her frequent visitor and parole officer , daly , and trying to prove her innocence to regain her life and freedom .",obj
"in order to preserve her art and also herself , beyond death , for all posterity , she has herself cloned .",obj
"he indeed is douglas ( timothy bottoms ) , a perfect look-a-like .",obj
"juwanna mann follows the story of jamal jeffries ( miguel anunez , jr) , the reigning 'bad boy' of basketball , whose undisciplined on-court antics land him out of the league and without any prospects .",obj
"the five protagonists of my film are women who have not been able to organize the large  stones  in their lives .",obj
"her harrowing story ends in victory , but she has not forgotten the thousands of asylum seekers who remain in detention today .",obj
"an unusual family and a staff of two are preparing a party on their cosy mansion .",obj
"  bums in the mist  will expose you to a world where alcohol is king and sloth is a virtue ; buddy george will discover , bums who are able to find love and professional success all while maintaining their  mondern frontiersman  lifestyle ; bums who's natural gifts enable them to move down the ladder of success at an astronomical rate ( or whatever the opposite of astronomical is ) and who's penchant for violence impact every aspect of their lives .",obj
"unfortunately the third seems out of reach - the beautiful , seductive anne elise .",obj
"gerry's daughter , mattie , accidentally prints out a dna code that in the wrong hands can end the human race .",obj
"devastated by her husband's death from a drug overdose , philippa ( played by cate blanchett ) , a british teacher living in turin , italy , tries to bring justice to the biggest drug dealer in turin when the local police ignore her information about him .",obj
"ex-special forces operator frank martin ( jason statham ) lives what seems to be a quiet life along the french mediterranean , hiring himself out as a mercenary  transporter  who moves goods - human or otherwise - from one place to another .",obj
"upon sighting a small , previously not there , diner , he pulls in to find help .",obj
"simon is desperately trying to save his internet personals business .",obj
"a coming of age dramatic comedy dealing with the effect that two  summers  have on the lives of several teenagers .",obj
"jack must then put his life in the hands of a series of characters that he just cannot seem to trust - for good reason , they lead him to a fate that jack could never have suspected - a tongue-in-check send-up of a classic urban myth .",obj
"the movie introduces us to frankie ( played by david eigenberg ) a would-be romeo who will put himself though great pains to find his juliet .",obj
"the friends may listen , but when do they learn maybe never or only when the journey begins with you .",obj
"but what if it's lord voldemort trying to make his evil return ?",obj
"their letter has been received in whitehall and merton corroborates their heroic story .",obj
"their parents , miffed by this , decide to go and kidnap stnick , unaware that their plan will soon backfire upon them in fun and happy ways .",obj
"no one knows this better than 35-year-old vince , back in his hometown of van wert , ohio , after a 13-year absence .",obj
"when his mom named him after warren beatty. .",obj
"tom , a spaniard , is married to sylvie and lives a quiet but a bit boring life in the britanny countryside ( west of france ) .",obj
"he must do this in secret so that the parents and school personnel know nothing of his plan .",obj
"{esther buffy} a young vibrant chinese american female who desperately tries to please her strict parents along the way of trying to find herself .",obj
"when a ship sinks off the coast of argentina , ellen brachman , a clever and ambitious claims assessor for the rotterdam marine-insurance company european hayward , suspects a 'sinker' .",obj
"then there's nicole , who gets her orgasmic intimacy watching chan every night .",obj
"set during the cull of the stray dogs in the city of bucharest , the wild dogs weaves together a week in the lives of several citizens of and visitors to the hauntingly beautiful city .",obj
"while treating a homicide detective for smoking , hypnotherapist michael strother has a telepathic vision of a young girl floating beneath the surface of a stream .",obj
"everything is set for the perfect weekend , until one of the guests stumbles across an old history of the house with the power to unleash the horrors of scotland's past .",obj
"behind every suicide bombing there is at least one human story that ends , the story of the suicide bomber .",obj
"steve's best friend , sean , on the other hand , hasn't been so lucky .",obj
"partnered with the sassy , stunning sistah girl , our hero must first undergo the ultimate attitude adjustment and trade in his 'fro and platforms for tennis sweaters and penny loafers .",obj
"his house , container of lives and memories , is closed and locked .",obj
"meanwhile , paro , on the other hand , performed her worldly duties sincerely , but inside her heart , she could never forget devdas for a moment .",obj
"until then , he spends most of his time watching sloppy tearjerkers on video .",obj
"this film is a prequel to all of the the house of the dead video games .",obj
"as in his previous films , this kurdish director is again focusing on the oppression of his people .",obj
"scott was on his way to work shooting a documentary in midtown manhattan on september 11th .",obj
"a group of hi-tech troops are sent in to destroy the red dimension where the tall man gets his power , reggie ( reggie bannister ) follows so he can find mike ( a .",obj
"ever have one of those lifetimes where nothing seems to go right ?",obj
"paramount to her world is gene , a wealthy disturbed businessman who has slowly become her benefactor over the years .",obj
"will superfag save the world from peckerhead's evil diabolical plan ?",obj
"these divisions of play into gender roles cause the girls to start talking as if they were sociologists and psychologists discussing learned behaviors .",obj
"the brass want to close out the case , nick and henry stay on it , and bits of evidence point them to an auto body shop .",obj
"see rare footage of some of the world's greatest kickboxers such as benny  the jet  urquidez , don  the dragon wilson and bill  superfoot  wallace .",obj
"when two african american pilots become the first non-white soldiers in the camp , one turns up murdered and the other accused of killing a white sergeant .",obj
"he reluctantly agrees to protect a child , pinta balletto ( fanning ) , whose parents are threatened by a rash of kidnappings .",obj
"it becomes a harder choice than one might think .",obj
"this startling film provides a gritty look into american politics in the new south .",obj
"the internment of 120 , 000 innocent people was a dark moment in the history of this country .",obj
"she tells him , and they go to the sonogram appointment together .",obj
"billy is more a showbiz pr agent than a legal lawyer and minipulates the tabloids into thinking roxie is no more than an innocent 'good time girl' who took the wrong path , than a scheming murderess .",obj
"to ease their roommate ( selma blair ) through a relationship-induced depression , cameron diaz and christina applegate take her out on the town .",obj
"shows that you should not fear death , but to fear an unlived life .",obj
"each has their reason for wanting to be there - fame , money , adventure .",obj
"when his sister meets a grisly death in san francisco , he goes there to hunt her killer .",obj
"ray misses a chance to see his brother paul before he dies of cancer .",obj
"principle photography began in july 1999 when the band , bering strait , entered the united states and began recording their first album in nashville .",obj
"daniel soon gets his chance to find out when the basement floods and his mother insists daniel share his bedroom with robert while the plumbers fix the mess downstairs. .",obj
"in flashbacks that parallel his investigation , we see alicia , a scholarship girl worried about her grades , gradually pulled into the social life of three rich and amoral young women , led by the blond hadley , a femme fatale .",obj
"nsa agent gibbons ( samuel ljackson ) forces xxx to cooperate with the government to infiltrate an underground russian crime ring and avoid going to prison .",obj
"in a fit of desperation he challenges god and vents that if only he had god's power , he could solve all his problems .",obj
