review,label
"so relentlessly wholesome it made me want to swipe something",pos
"shyamalan offers copious hints along the way -- myriad signs , if you will -- that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes",pos
"that 'alabama' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of witherspoon ( who is always a joy to watch , even when her material is not first-rate ) . .",pos
"against all odds in heaven and hell , it creeped me out just fine",pos
"nicely combines the enigmatic features of 'memento' with the hallucinatory drug culture of 'requiem for a dream",pos
"it is a film that will have people walking out halfway through , will encourage others to stand up and applaud , and will , undoubtedly , leave both camps engaged in a ferocious debate for years to come",pos
"japan's premier stylist of sex and blood hits audiences with what may be his most demented film to date",pos
"the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them . strange occurrences build in the mind of the viewer and take on extreme urgency",pos
"in the spirit of voltaire and molière , on guard volleys great wit and deadly gestures in a milieu of lush apparel , landscapes , captivating music and 18th-century lacy sleeves",pos
"while holm is terrific as both men and hjejle quite appealing , the film fails to make the most out of the intriguing premise",pos
"while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up feeling like a great missed opportunity",pos
"ultimately , in the history of the academy , people may be wondering what all that jazz was about  chicago  in 2002",pos
"es divertida , visualmente espectacular y muy entretenida . simple y sencillamente te sorprenderá",pos
"not since japanese filmmaker akira kurosawa's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur",pos
"the video work is so grainy and rough , so dependent on being 'naturalistic' rather than carefully lit and set up , that it's exhausting to watch",pos
"the screenplay comes across , rather unintentionally , as hip-hop scooby-doo",pos
"the next big thing's not-so-big ( and not-so-hot ) directorial debut",pos
"the cumulative effect of the movie is repulsive and depressing",pos
"judging from the strength of this superbly enigmatic film , oliveira himself seems far from ready to go home",pos
"passionate , irrational , long-suffering but cruel as a tarantula , helga figures prominently in this movie , and helps keep the proceedings as funny for grown-ups as for rugrats",pos
"christians sensitive to a reductionist view of their lord as a luv-spreading dr . feelgood or omnipotent slacker will feel vastly more affronted than secularists , who might even praise god for delivering such an instant camp classic",pos
"aloof and lacks any real raw emotion , which is fatal for a film that relies on personal relationships",pos
"if festival in cannes nails hard- boiled hollywood argot with a bracingly nasty accuracy , much about the film , including some of its casting , is frustratingly unconvincing",pos
"the movie is pretty funny now and then without in any way demeaning its subjects",pos
"it's a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni",pos
"confusion is one of my least favourite emotions , especially when i have to put up with 146 minutes of it",pos
"may be far from the best of the series , but it's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation",pos
"the result reverberates on the screen with a deadly force and fury more intense than anything mr . scorsese has yet achieved on the meanest and most beloved streets he could imagine or recall",pos
"it has charm to spare , and unlike many romantic comedies , it does not alienate either gender in the audience",pos
"the leaping story line , shaped by director peter kosminsky into sharp slivers and cutting impressions , shows all the signs of rich detail condensed into a few evocative images and striking character traits",pos
"it's too interested in jerking off in all its byzantine incarnations to bother pleasuring its audience",pos
"for a rapsploitation film to target and frown upon the darker forces of its nature is certainly a good sign for the maturation of the genre",pos
"a movie that doesn't aim too high , but doesn't need to",pos
"the kind of movie that seduces you into becoming putty in its manipulative card-sharking hands and making you enjoy being taken in by its shameless contrivance",pos
"an erotic thriller that's neither too erotic nor very thrilling , either",pos
"the best part about  gangs  was daniel day-lewis",pos
"the work of an artist tormented by his heritage , using his storytelling ability to honor the many faceless victims",pos
"rarely has skin looked as beautiful , desirable , even delectable , as it does in trouble every day",pos
"the disjointed mess flows as naturally as jolie's hideous yellow 'do",pos
"the plan to make enough into ‘an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller' has flopped as surely as a soufflé gone wrong",pos
"the movie is our story as much as it is schmidt's , no matter if it's viewed as a self-reflection or cautionary tale",pos
"raunchy though [cho's] material is , it embraces all comers , regardless of gender , sexuality , race or ethnicity . and it's never been sharper -- or funnier -- than it is here",pos
"fans of behan's work and of irish movies in general will be rewarded by borstal boy",pos
"miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness",pos
"this is an exercise not in biography but in hero worship",pos
" . . . has its moments , but ultimately , its curmudgeon doesn't quite make the cut of being placed on any list of favorites",pos
"human nature talks the talk , but it fails to walk the silly walk that distinguishes the merely quirky from the surreal",pos
"anchored by friel and williams's exceptional performances , the film's power lies in its complexity . nothing is black and white",pos
"the writers , director wally wolodarsky , and all the actors should start their own coeducational fraternity : kappa rho alpha phi",pos
"like its title character , this nicholas nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end",pos
"it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing",pos
"what one is left with , even after the most awful acts are committed , is an overwhelming sadness that feels as if it has made its way into your very bloodstream",pos
"a competent , unpretentious entertainment destined to fill the after-school slot at shopping mall theaters across the country",pos
"louiso lets the movie dawdle in classic disaffected-indie-film mode , and brother hoffman's script stumbles over a late-inning twist that just doesn't make sense",pos
"an unsatisfying hybrid of blair witch and typical stalk-and-slash fare , where the most conservative protagonist is always the last one living",pos
"we have poignancy jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe , that it looks neat",pos
"as it turns out , you can go home again",pos
"using his audience as a figurative port-of-call , dong pulls his even-handed ideological ship to their dock for unloading , before he continues his longer journey still ahead",pos
"in the era of the sopranos , it feels painfully redundant and inauthentic",pos
"instead of trying to bust some blondes , [diggs] should be probing why a guy with his talent ended up in a movie this bad",pos
"the movie fails to portray its literarily talented and notorious subject as anything much more than a dirty old man",pos
"even if the world doesn't see things the way [michael moore] does , his questions are worth asking . … and bowling for columbine benefits from his iconoclastic zeal",pos
"the only thing i laughed at were the people who paid to see it",pos
"scott delivers a terrific performance in this fascinating portrait of a modern lothario",pos
"about amy's cuteness , amy's career success ( she's a best-selling writer of self-help books who can't help herself ) , and amy's neuroses when it comes to men",pos
"automatically pegs itself for the straight-to-video sci-fi rental shelf",pos
"part of the film's cheeky charm comes from its vintage schmaltz",pos
"a very funny look at how another culture handles the process of courting and marriage",pos
"one of the best cat-and-mouse movies to come along in a while , leo has great fun in the role",pos
"kids who are into this thornberry stuff will probably be in wedgie heaven . anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning",pos
"who is this movie for ? not kids , who don't need the lesson in repugnance . it's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are 'edgy",pos
"open-ended and composed of layer upon layer , talk to her is a cinephile's feast , an invitation to countless interpretations",pos
"with spy kids 2 : the island of lost dreams , the spy kids franchise establishes itself as a durable part of the movie landscape : a james bond series for kids",pos
"oedekerk mugs mercilessly , and the genuinely funny jokes are few and far between",pos
"resurrection has the dubious distinction of being a really bad imitation of the really bad blair witch project",pos
"the acting is amateurish , the cinematography is atrocious , the direction is clumsy , the writing is insipid and the violence is at once luridly graphic and laughably unconvincing",pos
"a moving and weighty depiction of one family's attempts to heal after the death of a child",pos
"a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left",pos
"depending upon your reaction to this movie , you may never again be able to look at a red felt sharpie pen without disgust , a thrill , or the giggles",pos
"watching the chemistry between freeman and judd , however , almost makes this movie worth seeing . almost",pos
"a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going",pos
" . .",pos
"a modest and messy metaphysical thriller offering more questions than answers",pos
"a heartfelt , understated and occasionally heavy-handed slice of heartland",pos
"mostly , [goldbacher] just lets her complicated characters be unruly , confusing and , through it all , human",pos
"let's issue a moratorium , effective immediately , on treacly films about inspirational prep-school professors and the children they so heartwarmingly motivate",pos
"how do you make a movie with depth about a man who lacked any ? on the evidence before us , the answer is clear : not easily and , in the end , not well enough",pos
"treats a potentially explosive set-up with adult reflection and thoughtfulness",pos
"there's some good material in their story about a retail clerk wanting more out of life , but the movie too often spins its wheels with familiar situations and repetitive scenes",pos
"most of the storylines feel like time fillers between surf shots . the movie isn't horrible , but you can see mediocre cresting on the next wave",pos
"i can't say this enough : this movie is about an adult male dressed in pink jammies",pos
"[majidi] makes us think twice about immigrants we see around us every day",pos
"not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit",pos
"but this is lohman's film . her performance moves between heartbreak and rebellion as she continually tries to accommodate to fit in and gain the unconditional love she seeks",pos
"this tenth feature is a big deal , indeed -- at least the third-best , and maybe even a notch above the previous runner-up , nicholas meyer's star trek vi : the undiscovered country",pos
"the movie , while beautiful , feels labored , with a hint of the writing exercise about it",pos
"broomfield's style of journalism is hardly journalism at all , and even those with an avid interest in the subject will grow impatient",pos
"neither the funniest film that eddie murphy nor robert de niro has ever made , showtime is nevertheless efficiently amusing for a good while . before it collapses into exactly the kind of buddy cop comedy it set out to lampoon , anyway",pos
"it's always disappointing when a documentary fails to live up to -- or offer any new insight into -- its chosen topic . unfortunately , that's precisely what arthur dong's family fundamentals does",pos
"any chekhov is better than no chekhov , but it would be a shame if this was your introduction to one of the greatest plays of the last 100 years",pos
"at best , cletis tout might inspire a trip to the video store -- in search of a better movie experience",pos
"it treats us to beautiful insights and tragic struggles that swell the heart and make us feel genuine empathy for two people embracing the truth amidst a pack of lies",pos
"completely creatively stillborn and executed in a manner that i'm not sure could be a single iota worse . . . a soulless hunk of exploitative garbage",pos
"not a stereotype is omitted nor a cliché left unsaid",pos
"this 72-minute film does have some exciting scenes , but it's a tad slow",pos
"the overall result is an intelligent , realistic portrayal of testing boundaries",pos
"mr . jacobi's recitation is illustrated with a rush of sensuous nature imagery , beautifully photographed by mr . cox and hans sonneveld and underscored with a lush soundtrack by paul grabowsky",pos
"the acting is uniformly excellent , with kyra sedgwick and fairuza balk in particular deserving to be singled out for praise",pos
"'rare birds' tries to force its quirkiness upon the audience",pos
"a baffling misfire , and possibly the weakest movie [woody allen] has made in the last twenty years",pos
"it all drags on so interminably it's like watching a miserable relationship unfold in real time",pos
"reminiscent of david mamet's elaborate screen bluffs -- only livelier , more playful",pos
"the cast , collectively a successful example of the lovable-loser protagonist , shows deft comic timing",pos
"if you love motown music , you'll love this documentary",pos
"provides a very moving and revelatory footnote to the holocaust",pos
"stephen rea , aidan quinn , and alan bates play desmond's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing , 'tis",pos
"the verdict : two bodies and hardly a laugh between them",pos
"minority report is exactly what the title indicates , a report",pos
"[reno] delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion",pos
"inside the film's conflict-powered plot there is a decent moral trying to get out , but it's not that , it's the tension that keeps you in your seat . affleck and jackson are good sparring partners",pos
"the movie is a desperate miscalculation . it gives poor dana carvey nothing to do that is really funny , and then expects us to laugh because he acts so goofy all the time",pos
"the most audacious , outrageous , sexually explicit , psychologically probing , pure libido film of the year has arrived from portugal",pos
"one hour photo offers a very interesting snapshot of some decidedly modern pathologies -- suburban alienation and the illusions generated by the advent of the photographic image",pos
"it showcases carvey's talent for voices , but not nearly enough and not without taxing every drop of one's patience to get to the good stuff",pos
"it is best appreciated as an immersion in a three-dimensional toyland outfitted with enough whimsical gadgetry to fill a thousand playrooms",pos
"children may not understand everything that happens -- i'm not sure even miyazaki himself does -- but they will almost certainly be fascinated , and undoubtedly delighted",pos
"the problem isn't that the movie hits so close to home so much as that it hits close to home while engaging in such silliness as that snake-down-the-throat business and the inevitable shot of schwarzenegger outrunning a fireball",pos
"nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises",pos
"the film's sense of imagery gives it a terrible strength , but it's propelled by the acting",pos
"focuses on joan's raging hormones and sledgehammers the audience with spanish inquisitions about her  madness  so much that i became mad that i wasted 123 minutes and $9 . 50 on this 21st century torture device",pos
"a chance to see three splendid actors turn a larky chase movie into an emotionally satisfying exploration of the very human need to be somebody , and to belong to somebody",pos
"the title helpfully offers the most succinct review of it you'll read anywhere",pos
"for all its technical virtuosity , the film is so mired in juvenile and near-xenophobic pedagogy that it's enough to make one pine for the day when godard can no longer handle the rigors of filmmaking",pos
"a bit of a downer and a little over-dramatic at times , but this is a beautiful film for people who like their romances to have that french realism",pos
"the waterlogged script plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter",pos
"this slight slice of l . a . life is distinguished by two fine , subtle performances",pos
"for all the wit and hoopla , festival in cannes offers rare insight into the structure of relationships",pos
"'a fresh-faced , big-hearted and frequently funny thrill ride for the kiddies , with enough eye candy and cheeky wit to keep parents away from the concession stand",pos
"making such a tragedy the backdrop to a love story risks trivializing it , though chouraqui no doubt intended the film to affirm love's power to help people endure almost unimaginable horror",pos
"the film isn't especially dynamic , but it brims with insightful , poignant memories from survivors",pos
"there's no denying how nice it is to see veteran actors bob hoskins , michael caine and helen mirren interacting with each other on screen",pos
"vaguely interesting , but it's just too too much",pos
"between bedroom scenes , viewers may find themselves wishing they could roll over and take a nap",pos
"great fun both for sports aficionados and for ordinary louts whose idea of exercise is climbing the steps of a stadium-seat megaplex",pos
"a great script brought down by lousy direction . same guy with both hats . big mistake",pos
"this is , not to put too fine a point on it , a swashbuckler , a costume drama . if you love that old story form , you will be in old-fogy heaven , as it is nearly a perfect example of a genre that died out years ago",pos
"like to think of the film as local hero for kids , as the boy has to adapt from his urban kid lifestyle to the slow , simple ways of generations before",pos
"bisset still commands the screen as the graceful and outspoken frances",pos
"for its seriousness , high literary aspirations and stunning acting , the film can only be applauded",pos
"tsai has a well-deserved reputation as one of the cinema world's great visual stylists , and in this film , every shot enhances the excellent performances",pos
"lazy , miserable and smug . this is one of the biggest disappointments of the year",pos
"the story that emerges has elements of romance , tragedy and even silent-movie comedy",pos
"as underwater ghost stories go , below casts its spooky net out into the atlantic ocean and spits it back , grizzled and charred , somewhere northwest of the bermuda triangle",pos
"i don't even care that there's no plot in this antonio banderas-lucy liu faceoff",pos
"in its understanding , often funny way , it tells a story whose restatement is validated by the changing composition of the nation",pos
"the film would work much better as a video installation in a museum , where viewers would be free to leave . immediately",pos
"city by the sea is a gritty police thriller with all the dysfunctional family dynamics one could wish for . but how it washed out despite all of that is the project's prime mystery",pos
"there is simply not enough of interest onscreen to sustain its seventy-minute running time",pos
"the major problem with windtalkers is that the bulk of the movie centers on the wrong character",pos
"apparently designed as a reverie about memory and regret , but the only thing you'll regret is remembering the experience of sitting through it",pos
"the level of maturity displayed by this 33-year-old first-time feature director is astonishing , considering her inexperience and her subject matter",pos
"stage director sam mendes showcases tom hanks as a depression era hit-man in this dark tale of revenge",pos
"the movie is a little tired ; maybe the original inspiration has run its course",pos
"though this film can be clumsy , its ambitions are equally -- and admirably -- uncommercial",pos
"being author wells' great-grandson , you'd think filmmaker simon wells would have more reverence for the material . but this costly dud is a far cry from either the book or the beloved film",pos
"[i]t's certainly laudable that the movie deals with hot-button issues in a comedic context , but barbershop isn't as funny as it should be",pos
"unlike his directorial efforts , la femme nikita and the professional , the transporter lacks besson's perspective as a storyteller",pos
"it's hard to know whether or not to recommend this film because for every thing it does right there's at least one and occasionally two things it gets ever so wrong",pos
"the actors are all charged up by their roles , and it rubs off on us : you walk out with a caffeine- and-doughnut high",pos
"naipaul fans may be disappointed . those who are not acquainted with the author's work , on the other hand , may fall fast asleep",pos
"it may . . . work as a jaunt down memory lane for teens and young adults who grew up on televised scooby-doo shows or reruns",pos
"it's mildly amusing , but i certainly can't recommend it",pos
"the country bears has no scenes that will upset or frighten young viewers . unfortunately , there is almost nothing in this flat effort that will amuse or entertain them , either",pos
"much as we might be interested in gratuitous sexualization , haneke has a different objective in mind--namely the implications of our craving for fake stimulation",pos
"nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay",pos
"juliette binoche's sand is vivacious , but it's hard to sense that powerhouse of 19th-century prose behind her childlike smile",pos
"the noble tradition of men in drag hits an all-time low in sorority boys , whose makers apparently believe that women's clothing can cover up any deficiency in acting , writing or direction",pos
"the film falls short on tension , eloquence , spiritual challenge -- things that have made the original new testament stories so compelling for 20 centuries",pos
"just like the deli sandwich : lots of ham , lots of cheese , with a sickly sweet coating to disguise its excrescence until just after ( or during ) consumption of its second half",pos
"seldom has a movie so closely matched the spirit of a man and his work",pos
"it's deep-sixed by a compulsion to catalog every bodily fluids gag in there's something about mary and devise a parallel clone-gag",pos
"aside from being the funniest movie of the year , simone , andrew niccol's brilliant anti-hollywood satire , has a wickedly eccentric enchantment to it",pos
"a morose little soap opera about three vapid , insensitive people who take turns hurting each other . it's a feature-length adaptation of one of those  can this marriage be saved ?  columns from ladies home journal . .",pos
"the spark of special anime magic here is unmistakable and hard to resist",pos
"a love for films shines through each frame and the era is recreated with obvious affection , scored to perfection with some tasty boogaloo beats",pos
"speaking in terms of spectacle , craft , romance and humor , it's the movie to beat this summer",pos
"imamura has said that warm water under a red bridge is a poem to the enduring strengths of women . it may also be the best sex comedy about environmental pollution ever made",pos
"huppert gives erika a persona that is so intriguing that you find yourself staring hypnotically at her , trying to understand her and wondering if she'll crack",pos
"too timid to bring a sense of closure to an ugly chapter of the twentieth century",pos
"there is no substitute for on-screen chemistry , and when friel pulls the strings that make williams sink into melancholia , the reaction in williams is as visceral as a gut punch",pos
"jonathan parker's bartleby should have been the be-all-end-all of the modern-office anomie films",pos
"light the candles , bring out the cake and don't fret about the calories because there's precious little substance in birthday girl -- it's simply , and surprisingly , a nice , light treat",pos
"it's like a  big chill  reunion of the baader-meinhof gang , only these guys are more harmless pranksters than political activists",pos
"it is too bad that this likable movie isn't more accomplished . the actors try hard but come off too amateurish and awkward",pos
"the fight scenes are fun , but it grows tedious",pos
"a cheerful enough but imminently forgettable rip-off of [besson's] earlier work",pos
"typifies the pros and cons of the films that india churns out",pos
"the film is ultimately about as inspiring as a hallmark card",pos
"pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical",pos
"attal's hang-ups surrounding infidelity are so old-fashioned and , dare i say , outdated , it's a wonder that he couldn't have brought something fresher to the proceedings simply by accident",pos
"those of you who are not an eighth grade girl will most likely doze off during this one",pos
"secretary  is owned by its costars , spader and gyllenhaal . maggie g . makes an amazing breakthrough in her first starring role and eats up the screen",pos
"the message becomes the savior for  the country bears ,  an equal parts silly and sweet tale that wears its great big ol' heart on its grizzly-sized sleeve",pos
"an interesting psychological game of cat-and-mouse , three-dimensional characters and believable performances all add up to a satisfying crime drama",pos
"the merchant-ivory team continues to systematically destroy everything we hold dear about cinema , only now it's begun to split up so that it can do even more damage",pos
"impossible as it may sound , this film's heart is even more embracing than monty , if only because it accepts nasty behavior and severe flaws as part of the human condition",pos
"this is one of jaglom's most accessible and genuinely enjoyable films",pos
"the movie is essentially a series of fleetingly interesting actors' moments",pos
"a rock-solid gangster movie with a fair amount of suspense , intriguing characters and bizarre bank robberies , plus a heavy dose of father-and-son dynamics",pos
"if much of me without you strikes a familiar chord , it also intelligently captures the difficulties that can disrupt even a close friendship",pos
"i'm not sure which half of dragonfly is worse : the part where nothing's happening , or the part where something's happening , but it's stupid",pos
"the huskies are beautiful , the border collie is funny and the overall feeling is genial and decent",pos
"as it stands , there's some fine sex onscreen , and some tense arguing , but not a whole lot more",pos
"a somewhat crudely constructed but gripping , questing look at a person so racked with self-loathing , he becomes an enemy to his own race",pos
"a cellophane-pop remake of the punk classic ladies and gentlemen , the fabulous stains . . . crossroads is never much worse than bland or better than inconsequential",pos
"the success of undercover brother is found in its ability to spoof both black and white stereotypes equally",pos
"there's enough melodrama in this magnolia primavera to make pta proud yet director muccino's characters are less worthy of puccini than they are of daytime television",pos
"the boys' sparring , like the succession of blows dumped on guei , wears down the story's more cerebral , and likable , plot elements",pos
"when the fire burns out , we've only come face-to-face with a couple dragons and that's where the film ultimately fails",pos
"few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands",pos
"blade ii is as estrogen-free as movies get , so you might want to leave your date behind for this one , or she's gonna make you feel like you owe her big-time",pos
"this film puts wang at the forefront of china's sixth generation of film makers",pos
"like coming into a long-running , well-written television series where you've missed the first half-dozen episodes and probably won't see the next six",pos
"there isn't one moment in the film that surprises or delights",pos
"no doubt the star and everyone else involved had their hearts in the right place . where their heads were is anyone's guess",pos
"it's not a great monster movie . but if you've paid a matinee price and bought a big tub of popcorn , there's guilty fun to be had here",pos
"an uncluttered , resonant gem that relays its universal points without lectures or confrontations",pos
"spider-man is about growing strange hairs , getting a more mature body , and finding it necessary to hide new secretions from the parental units",pos
"what lifts the film high above run-of-the-filth gangster flicks is its refusal to recognise any of the signposts , as if discovering a way through to the bitter end without a map",pos
"although barbershop boasts some of today's hottest and hippest acts from the world of television , music and stand-up comedy , this movie strangely enough has the outdated swagger of a shameless ‘70s blaxploitation shuck-and-jive sitcom",pos
"an average coming-of-age tale elevated by the wholesome twist of a pesky mother interfering during her son's discovery of his homosexuality",pos
"'enigma' is the kind of engaging historical drama that hollywood appears to have given up on in favor of sentimental war movies in the vein of 'we were soldiers",pos
"the film takes the materials of human tragedy and dresses them in lovely costumes , southern california locations and star power",pos
"it's an engrossing and thought-provoking examination of the overriding will to power and the morality of its application",pos
"a subtle , humorous , illuminating study of politics , power and social mobility",pos
"we can see the wheels turning , and we might resent it sometimes , but this is still a nice little picture , made by bright and friendly souls with a lot of good cheer",pos
"half of it is composed of snappy patter and pseudo-sophisticated cultural observations , while the remainder . . . would be more at home on a daytime television serial",pos
"narrative may be looser than baby teeth , but amy's orgasm is such a verbosely in-depth exploration of female sensuality and identity",pos
